"activity" "subject" "mean_timebodyaccelerometermeanX" "mean_timebodyaccelerometermeanY" "mean_timebodyaccelerometermeanZ" "mean_timebodyaccelerometerstdevX" "mean_timebodyaccelerometerstdevY" "mean_timebodyaccelerometerstdevZ" "mean_timegravityaccelerometermeanX" "mean_timegravityaccelerometermeanY" "mean_timegravityaccelerometermeanZ" "mean_timegravityaccelerometerstdevX" "mean_timegravityaccelerometerstdevY" "mean_timegravityaccelerometerstdevZ" "mean_timebodyaccelerometerjerkmeanX" "mean_timebodyaccelerometerjerkmeanY" "mean_timebodyaccelerometerjerkmeanZ" "mean_timebodyaccelerometerjerkstdevX" "mean_timebodyaccelerometerjerkstdevY" "mean_timebodyaccelerometerjerkstdevZ" "mean_timebodygiroscopemeanX" "mean_timebodygiroscopemeanY" "mean_timebodygiroscopemeanZ" "mean_timebodygiroscopestdevX" "mean_timebodygiroscopestdevY" "mean_timebodygiroscopestdevZ" "mean_timebodygiroscopejerkmeanX" "mean_timebodygiroscopejerkmeanY" "mean_timebodygiroscopejerkmeanZ" "mean_timebodygiroscopejerkstdevX" "mean_timebodygiroscopejerkstdevY" "mean_timebodygiroscopejerkstdevZ" "mean_timebodyaccelerometermagmean" "mean_timebodyaccelerometermagstdev" "mean_timegravityaccelerometermagmean" "mean_timegravityaccelerometermagstdev" "mean_timebodyaccelerometerjerkmagmean" "mean_timebodyaccelerometerjerkmagstdev" "mean_timebodygiroscopemagmean" "mean_timebodygiroscopemagstdev" "mean_timebodygiroscopejerkmagmean" "mean_timebodygiroscopejerkmagstdev" "mean_frequencybodyaccelerometermeanX" "mean_frequencybodyaccelerometermeanY" "mean_frequencybodyaccelerometermeanZ" "mean_frequencybodyaccelerometerstdevX" "mean_frequencybodyaccelerometerstdevY" "mean_frequencybodyaccelerometerstdevZ" "mean_frequencybodyaccelerometerjerkmeanX" "mean_frequencybodyaccelerometerjerkmeanY" "mean_frequencybodyaccelerometerjerkmeanZ" "mean_frequencybodyaccelerometerjerkstdevX" "mean_frequencybodyaccelerometerjerkstdevY" "mean_frequencybodyaccelerometerjerkstdevZ" "mean_frequencybodygiroscopemeanX" "mean_frequencybodygiroscopemeanY" "mean_frequencybodygiroscopemeanZ" "mean_frequencybodygiroscopestdevX" "mean_frequencybodygiroscopestdevY" "mean_frequencybodygiroscopestdevZ" "mean_frequencybodyaccelerometermagmean" "mean_frequencybodyaccelerometermagstdev" "mean_frequencybodyaccelerometerjerkmagmean" "mean_frequencybodyaccelerometerjerkmagstdev" "mean_frequencybodygiroscopemagmean" "mean_frequencybodygiroscopemagstdev" "mean_frequencybodygiroscopejerkmagmean" "mean_frequencybodygiroscopejerkmagstdev"
"SITTING" 19 0.273423891466667 -0.0121484655905556 -0.106603214806111 -0.983295232 -0.935331067911111 -0.941213856388889 0.860101047944444 0.150784447033361 0.169583242158972 -0.978933403833333 -0.955764316261111 -0.949323855505556 0.076503953315 0.00179854963627778 -0.00405256691271111 -0.985263483972222 -0.974622418361111 -0.983214454611111 -0.0378547938661111 -0.0830871325386111 0.0876724518321111 -0.9820958495 -0.968639316805556 -0.960256416388889 -0.0953475885138889 -0.0412686635944444 -0.0509306907033333 -0.986518750333333 -0.987239549944444 -0.983610025 -0.956384762527778 -0.939167930580556 -0.956384762527778 -0.939167930580556 -0.983216718416667 -0.979328839777778 -0.950684256555556 -0.9532233635 -0.988601467694444 -0.984986919111111 -0.983076642722222 -0.947209857683333 -0.958287804055556 -0.983517246777778 -0.933382088928889 -0.936831126722222 -0.985560341027778 -0.974731978055556 -0.980816741527778 -0.986293461722222 -0.976415376138889 -0.984204201722222 -0.978677093722222 -0.974074387944444 -0.962341867694444 -0.983305095916667 -0.9660659305 -0.9633335535 -0.952233195438889 -0.941879674772222 -0.979489775194444 -0.978087931972222 -0.965964722472222 -0.953492108361111 -0.986045203888889 -0.984432527611111
"SITTING" 21 0.276824356969363 -0.0142520954298775 -0.108027007443627 -0.985338516397059 -0.941321228625 -0.945656836615196 0.885625102009804 0.104591319172549 0.16288351787848 -0.983446037254902 -0.962783413431373 -0.955480546102941 0.0751828961061275 0.00816021786120392 -0.000175114028041667 -0.985683330931373 -0.974534166029412 -0.982639389117647 -0.0405093105480392 -0.0587186224498284 0.0638997104887255 -0.981776384215686 -0.966535518308824 -0.960257956593137 -0.0948464921053922 -0.0411679674536765 -0.0501545557316176 -0.986841952916667 -0.986267664852941 -0.984094716151961 -0.959399866593137 -0.946055227482843 -0.959399866593137 -0.946055227482843 -0.983036666617647 -0.979559838504902 -0.947900368627451 -0.950712664117647 -0.988211150588235 -0.984608289754902 -0.984686212867647 -0.952565567303922 -0.96152871254902 -0.985733178406863 -0.939371045612745 -0.941460104460784 -0.985869225441176 -0.974743915833333 -0.979888691887255 -0.986805658308823 -0.976216895759804 -0.984032487328431 -0.97826117127451 -0.97197468502451 -0.962605755612745 -0.982996851176471 -0.964027502867647 -0.963321538284314 -0.957500517769608 -0.94856974792402 -0.979132053235294 -0.979048144240196 -0.964093753161765 -0.951142722696078 -0.985187227647059 -0.984698247156863
"SITTING" 22 0.275090218181818 -0.0141154104755556 -0.107862099065657 -0.986027922777778 -0.94227840543096 -0.942600456070707 0.856944329343434 0.118356159651222 0.154404934763434 -0.981413673333333 -0.962084690944444 -0.948739869348485 0.0765263833304545 0.00626210144785354 -0.000553114123267677 -0.987782468585859 -0.97740689459596 -0.983482271919192 -0.0332596428323535 -0.0731196199646465 0.0892524176228788 -0.985583945707071 -0.966250677828283 -0.965671480353535 -0.0974870093535354 -0.0406947066545152 -0.0528168422111111 -0.988728234090909 -0.987029763737374 -0.986326262424242 -0.959241809141414 -0.946652801011111 -0.959241809141414 -0.946652801011111 -0.984796832575758 -0.981994486969697 -0.95151707040404 -0.958124633333333 -0.989161047272727 -0.986196069141414 -0.985869499242424 -0.954653906363636 -0.961069477121212 -0.986205211464646 -0.939831961343434 -0.937606815484848 -0.987636585050505 -0.977321373131313 -0.980796877828283 -0.98910700020202 -0.979229839090909 -0.984813907272727 -0.982191786414141 -0.972184317727273 -0.967505410050505 -0.986704953787879 -0.963495554848485 -0.968378036010101 -0.958107372575758 -0.948840531459596 -0.981455337222222 -0.981604051515152 -0.967964867727273 -0.959173593282828 -0.986736151262626 -0.986198371717172
"STANDING" 18 0.279752006407186 -0.0156120488356228 -0.102480074628743 -0.980539311167665 -0.912188174161677 -0.931662186077844 0.940551036377245 -0.195939113869252 0.0119445110796707 -0.986215290479042 -0.96102941005988 -0.945599376661677 0.0748894918898204 0.00846785011722156 -0.00574830377014072 -0.974337758203593 -0.953510434191617 -0.975451654820359 -0.0274994492543413 -0.0677068869012874 0.0820227329035928 -0.919259414730539 -0.951728606616767 -0.940842174670659 -0.0997506716197605 -0.0428989723092814 -0.0520852724438922 -0.955329292245509 -0.975185020179641 -0.968723554700599 -0.942068725628743 -0.93523727497006 -0.942068725628743 -0.93523727497006 -0.970500462215569 -0.963332010179641 -0.919422752275449 -0.900373576227545 -0.971636965209581 -0.964577662844311 -0.976872063323353 -0.926878556646707 -0.951284917245509 -0.982381158922156 -0.910361892787425 -0.926760183592814 -0.974459775748503 -0.953390283083832 -0.971595170988024 -0.976639572694611 -0.957279485898204 -0.978015849401198 -0.918727478802395 -0.95684375745509 -0.942994465688623 -0.920901210538922 -0.949384438023952 -0.945701361227545 -0.94621573751497 -0.939346632904192 -0.962697017784431 -0.963369447664671 -0.92798066 -0.90129930739521 -0.966033874191617 -0.964987527185629
"STANDING" 20 0.277170541919192 -0.0172623887877778 -0.108360577590909 -0.984680332878788 -0.942467042323232 -0.936856845136364 0.947375847171717 -0.179007566060606 0.0346657585116162 -0.989281588484848 -0.973657673080808 -0.950079437575758 0.0764464404646465 0.00958929778777778 -0.00754093496287879 -0.977986476262626 -0.966907774646465 -0.978730519141414 -0.0278424258342424 -0.0790818539843434 0.0864353536040404 -0.951999330606061 -0.957660361010101 -0.963206774545455 -0.101659577724747 -0.0404565752535354 -0.054146105350505 -0.968989060505051 -0.976471417676768 -0.977728616414141 -0.956503034646465 -0.948136193434343 -0.956503034646465 -0.948136193434343 -0.97703330479798 -0.970833158232323 -0.945412960858586 -0.934351166565657 -0.977471606666667 -0.970687317222222 -0.980679456767677 -0.949603759343434 -0.955844491868687 -0.986768701060606 -0.941941651464646 -0.931880724090909 -0.978140203030303 -0.966820851616162 -0.975076973080808 -0.979918806666667 -0.969537262424242 -0.981106862626263 -0.948049349393939 -0.96066910030303 -0.962740166717172 -0.953804124191919 -0.956412394545455 -0.966829047929293 -0.95577689969697 -0.951646505454545 -0.970593078585859 -0.970183342222222 -0.94747600989899 -0.937350132121212 -0.971627067828283 -0.971366608030303
"STANDING" 22 0.279726659268293 -0.0155117871447154 -0.108640675801805 -0.97914947 -0.915372516666667 -0.918048861056911 0.949170358536585 -0.159190132144715 -0.0445232898235772 -0.990804526747967 -0.968274360569106 -0.944419633495935 0.0755595263974797 0.0120948619432927 -0.00343524167522764 -0.972173023089431 -0.955558085934959 -0.973925951056911 -0.0270168284487805 -0.0627116694634146 0.0744611023487805 -0.926634881869919 -0.949493337398374 -0.945534549918699 -0.0992370834780488 -0.0437301270723577 -0.053140397904878 -0.960252807317073 -0.976136354308943 -0.970707609268293 -0.941353466341463 -0.929524391463415 -0.941353466341463 -0.929524391463415 -0.970566175853659 -0.959859619430894 -0.925062308455285 -0.907121623821138 -0.97424579902439 -0.967658503577236 -0.97512042203252 -0.928847807073171 -0.944909321382114 -0.981059953495935 -0.913768233739837 -0.911313035203252 -0.972809430081301 -0.956691857560976 -0.970358735609756 -0.974086965528455 -0.957653760731707 -0.97619253504065 -0.928191944146341 -0.956067401626016 -0.947847443414634 -0.927621126829268 -0.946429962195122 -0.949995191544715 -0.942393305284553 -0.933475816585366 -0.960767108455285 -0.95774618300813 -0.934687057642276 -0.906985143821138 -0.970580440731707 -0.966128650894309
"STANDING" 23 0.280218061290323 -0.0155312611316667 -0.106270466224489 -0.986515873360215 -0.942316011666667 -0.945751418413978 0.944138740806452 -0.176276389480914 -0.0577502420445325 -0.98724213266129 -0.971357756236559 -0.956528395833333 0.0742939471639785 0.00820340618717742 -0.0055226686504328 -0.983993506801075 -0.97065879094086 -0.981611199731183 -0.0232876118169086 -0.0692191887760753 0.0807835217311828 -0.961891557822581 -0.967304650430107 -0.965171384946237 -0.0981448480403226 -0.0432147967016129 -0.0524093839392204 -0.973366880026882 -0.982900107983871 -0.98080706155914 -0.960135023897849 -0.954272367258065 -0.960135023897849 -0.954272367258065 -0.980592513790323 -0.977701737043011 -0.955854882876344 -0.947665513145161 -0.982028800806452 -0.979076808924731 -0.984488953521505 -0.952251514704301 -0.96149193061828 -0.987538154139785 -0.940654430158602 -0.941668447043011 -0.983817452876344 -0.970912599623656 -0.978804386935484 -0.985720698037634 -0.972569338575269 -0.98305119311828 -0.958619696962366 -0.970448335053763 -0.965928729408602 -0.963412377553763 -0.965844255053763 -0.968167158521505 -0.962753666505376 -0.956537526989247 -0.977015354677419 -0.977510559650538 -0.960456380456989 -0.948816807607527 -0.980091021182796 -0.97905933405914
"STANDING" 25 0.27910492792176 -0.0160711962976528 -0.107394120208313 -0.9849137799511 -0.939417789119804 -0.945156345525672 0.938931056454768 -0.181649159584352 -0.00783075260374083 -0.987278113496333 -0.971164624718826 -0.95578192997555 0.0750638251154034 0.0102353183304621 -0.000691342106144254 -0.981649088679707 -0.966499561662592 -0.982069429070905 -0.0278870788339853 -0.0625116883721271 0.0766504272679707 -0.953859944572127 -0.967364991246944 -0.96177818393643 -0.099851870708313 -0.0417658989523227 -0.0498632616694866 -0.970520698850856 -0.98364625608802 -0.978791030782396 -0.958912744841076 -0.949351867437653 -0.958912744841076 -0.949351867437653 -0.979477819046455 -0.97362851809291 -0.94929426596577 -0.940344604107579 -0.981741115501222 -0.977612624498778 -0.982686423129584 -0.947338418264059 -0.961183922371638 -0.986074858239609 -0.938803986503667 -0.940907829755501 -0.981690852347188 -0.966599727163814 -0.978994688484108 -0.983349736992665 -0.968955384376528 -0.98384674596577 -0.951237988948655 -0.970698575036675 -0.961731354400978 -0.955281525134474 -0.965909805623472 -0.965478384303178 -0.958715657334963 -0.952025691225917 -0.973231726723716 -0.973143663178484 -0.955589221369193 -0.941365114474328 -0.979099522322738 -0.977090904963325
"STANDING" 26 0.278864845357143 -0.0169813460245663 -0.108035574887781 -0.986935910841837 -0.933562143443878 -0.945761791096939 0.937593385535714 -0.194385319156786 -0.0164579173517092 -0.988999979668367 -0.970028065102041 -0.957298447933673 0.0748763569992602 0.00578321208525255 -0.00629868468526276 -0.982653583979592 -0.966952009846939 -0.98150100247449 -0.0268223254281888 -0.067260945897398 0.0794612069438776 -0.945830427678571 -0.964492903979592 -0.960488208137755 -0.100196168554592 -0.0420674409522959 -0.0525530336626786 -0.96807973625 -0.982869048443878 -0.980750297142857 -0.957074337015306 -0.95065388255102 -0.957074337015306 -0.95065388255102 -0.979128127984694 -0.97544761377551 -0.944078951147959 -0.933157672372449 -0.980447326581633 -0.976623391045918 -0.984460430841837 -0.944931980204082 -0.961155624005102 -0.988165330102041 -0.931747099795918 -0.941674578086735 -0.982654167857143 -0.967153827219388 -0.978374725102041 -0.984275737397959 -0.969203637959184 -0.983311484413265 -0.944983093137755 -0.968673602346939 -0.962920365484694 -0.946972661760204 -0.96257379494898 -0.96346044125 -0.959801959158163 -0.95314500127551 -0.974874253622449 -0.975169218954082 -0.951082173545918 -0.933866559056122 -0.977681723035714 -0.976689166938775
"STANDING" 27 0.277348582435897 -0.0158683646247436 -0.106427584555128 -0.983818226410256 -0.932970160384615 -0.93275909525641 0.938573666923077 -0.187665882902564 -0.0131101159141026 -0.990711468846154 -0.97328547025641 -0.954633264871795 0.0752553649102564 0.0136318025775256 -0.00117384011796154 -0.979902372435897 -0.963523563076923 -0.973636437692308 -0.0289980227114103 -0.0691008124141026 0.083747591474359 -0.948135293333333 -0.953491959230769 -0.948252927820513 -0.100081158416667 -0.0421840192333333 -0.0531959294230769 -0.967284928076923 -0.974732223974359 -0.975757451538461 -0.952599001923077 -0.94529509025641 -0.952599001923077 -0.94529509025641 -0.976955090897436 -0.964797565128205 -0.945676405512821 -0.91607495974359 -0.978411771538461 -0.964896727051282 -0.981094527435897 -0.944240191794872 -0.948013450641026 -0.985298076410256 -0.931301053717949 -0.929970351538462 -0.979584623205128 -0.964722171923077 -0.968945341282051 -0.982205531666667 -0.964917649230769 -0.977205546153846 -0.945800268333333 -0.958075787948718 -0.953531455128205 -0.949786375769231 -0.951913974230769 -0.951442447948718 -0.951139756153846 -0.950154591282051 -0.966071339230769 -0.962132391410256 -0.939119533589744 -0.917323253333333 -0.96688474 -0.964668410128205
"WALKING" 1 0.27595878167147 -0.018008662819951 -0.108688490080692 -0.291859227470029 0.0536737395821037 -0.230050446194035 0.931623276541787 -0.202820984700288 -0.0931700624838617 -0.977592587060519 -0.968140303285303 -0.955664257377522 0.0818039593460231 0.012688091784438 -0.00171070814945245 -0.246072515691354 -0.0400198160521037 -0.454457506664784 -0.0276468391448127 -0.0749924516160807 0.0763620244636888 -0.483208255694524 -0.240261381735591 -0.303420246613833 -0.094972040913487 -0.0484451007324496 -0.0520197110970605 -0.306088085230548 -0.411814412946109 -0.362604257176945 -0.128469354327954 -0.283952306797695 -0.128469354327954 -0.283952306797695 -0.207620762270259 -0.172212606514236 -0.236422768573775 -0.31036516802853 -0.376155161344669 -0.409880401355331 -0.263330584075937 0.0283571414337176 -0.301426997108934 -0.30562036048415 -0.00146735955455331 -0.254146330164265 -0.285400918366599 -0.119938874748072 -0.424728567479251 -0.273174868532853 -0.0187331352668012 -0.483256492995677 -0.339757415971758 -0.281329490683862 -0.249803522814986 -0.530466368357349 -0.224785014908818 -0.388912152916427 -0.220825837972622 -0.434817324351585 -0.158313390366744 -0.197047139657925 -0.32425903791268 -0.423674392625072 -0.423934457403948 -0.435580989135735
"WALKING" 2 0.277192108609272 -0.0171042879135728 -0.10940803536755 -0.318405376257285 -0.0878663767900662 -0.369451348307483 0.940350892582781 -0.170571223544371 -0.00405092732046358 -0.977411434437086 -0.96973733910596 -0.961501425463576 0.069307435567053 0.0140087313900331 0.000100789102317881 -0.207304612876159 -0.107283876903742 -0.550904178046358 -0.0386555982638411 -0.0687425450549106 0.0911081677947682 -0.510265663940397 -0.44378302544702 -0.416802565923841 -0.0998027811586093 -0.0413760218337748 -0.0580242253567219 -0.426023593211921 -0.576207056049669 -0.489626918069536 -0.205400604175649 -0.366266038915894 -0.205400604175649 -0.366266038915894 -0.239835176229169 -0.183459542055861 -0.355592600836424 -0.469740478880795 -0.51805640013245 -0.55300328039404 -0.285865825757616 -0.0828320023458278 -0.424969786589404 -0.333261217469205 -0.150705812055331 -0.390194562615563 -0.268460774727815 -0.170249223371093 -0.522726868288079 -0.215842744762781 -0.0994694768707285 -0.577937097350993 -0.381999988721854 -0.465919850857616 -0.365636132465894 -0.552020794205298 -0.437186428983444 -0.489277387086093 -0.286848766543046 -0.515591917350993 -0.187597233446026 -0.18444739653053 -0.482845105291391 -0.555910659668874 -0.560346326675497 -0.575908457089404
"WALKING" 3 0.277114130175953 -0.017219528172771 -0.108351640026393 -0.33503156301173 -0.0763709512748094 -0.286649829806276 0.935680949384164 -0.207398090269795 -0.0719390065683255 -0.97782656170088 -0.966916878739003 -0.955670352961877 0.0697111830602053 0.00254291087140763 -0.00877463175140763 -0.302303252531848 -0.141827816601592 -0.475129229621701 -0.0467523549506745 -0.0570352691447801 0.0933034440111437 -0.51206681733783 -0.439563941777713 -0.340101085090616 -0.0974945752624545 -0.0475370415985044 -0.0520151188142522 -0.409317854513783 -0.57953825674956 -0.475793216970381 -0.200103849168035 -0.364436105369707 -0.200103849168035 -0.364436105369707 -0.270011058572434 -0.247760802853372 -0.336644443448886 -0.452001754621994 -0.515664929368915 -0.560062024522287 -0.318563380554252 -0.0911597765956012 -0.351352484433138 -0.342688214568328 -0.128233343563343 -0.30973029908915 -0.340659055608798 -0.213502775095513 -0.449140834108211 -0.32529623213607 -0.121691438220557 -0.500015379031349 -0.3940052041261 -0.463438612153724 -0.331878020960997 -0.551072182319062 -0.432446211401261 -0.404802768521994 -0.318233610373021 -0.491942126041056 -0.254124799168739 -0.247355185934194 -0.484110729748006 -0.525797781141056 -0.579759427302053 -0.567176412458358
"WALKING" 4 0.27549008371134 -0.0200353515636082 -0.108047142778351 -0.321449078665464 0.055561356028866 -0.299891834209278 0.93723092943299 -0.219684771206186 -0.0612892030536083 -0.978574934020619 -0.964212099072165 -0.957455054020619 0.0791924045815979 0.00371457763494845 0.00298910407783505 -0.266953236373711 -0.0851317848247423 -0.476338706237113 -0.0505687237759794 -0.0585145668125258 0.0926777393633505 -0.46160547328866 -0.33985445301134 -0.327946367190722 -0.0693288860659794 -0.0511839799670103 -0.0578770871631959 -0.393417548036082 -0.474849943164948 -0.423204909034021 -0.154809446383897 -0.338938574835052 -0.154809446383897 -0.338938574835052 -0.233029686314948 -0.220806630745876 -0.260815767457732 -0.38390915127268 -0.43729769635567 -0.483743403294845 -0.308045122346392 0.00627943982680412 -0.348758349778351 -0.328006162046392 0.0129818236649485 -0.329713267972062 -0.314390429508247 -0.153279634220155 -0.446553282113402 -0.283794273863918 -0.0723825802925773 -0.504755509072165 -0.331144711831959 -0.36373397557768 -0.29552658849433 -0.504470108175258 -0.332439891609794 -0.402727399298969 -0.264137843432474 -0.489663765412371 -0.219989025391959 -0.228480967448763 -0.393810316439278 -0.487444645613402 -0.498859993868144 -0.50153917251134
"WALKING" 5 0.275189415430464 -0.0178175957615993 -0.109340195931788 -0.337146361537086 -0.0613413962997351 -0.274996733750993 0.933562624470199 -0.186775627331126 -0.051615827816149 -0.979173001821192 -0.965471327748344 -0.950610171688742 0.079309695397947 0.0214285707513245 0.0105724511788079 -0.33155376511755 -0.162426412243046 -0.522929132072848 -0.0119699221616887 -0.0844870231036424 0.0833760303642202 -0.470706047976821 -0.390653156768212 -0.357407606476821 -0.111123083259725 -0.0340960477191391 -0.0479951642931788 -0.423843278035762 -0.60990559544702 -0.501032894284768 -0.186741803135828 -0.381295250990066 -0.186741803135828 -0.381295250990066 -0.300763323364901 -0.283220829746689 -0.291483379576126 -0.432441893304967 -0.532023390410596 -0.592082301566225 -0.335514266198344 -0.0836468742691391 -0.365366606784768 -0.338858514917219 -0.110464568898245 -0.284772559373841 -0.365272442248344 -0.219033304553974 -0.491337069444371 -0.356931611984437 -0.158325690838411 -0.553532565331126 -0.378589477824503 -0.460278990570199 -0.355636810135762 -0.502521949738411 -0.358545176103311 -0.418524594844371 -0.337376055150166 -0.504768172384106 -0.290793851672185 -0.281455662110265 -0.47627640934702 -0.502288103913907 -0.609424863543046 -0.600515923274834
"WALKING" 6 0.276839776186441 -0.0181416715170763 -0.109357369725847 -0.279487666644958 0.0046174466420339 -0.175060095684322 0.932077688983051 -0.199582277122881 -0.0301872318436864 -0.974798602033898 -0.965487156059322 -0.94539803690678 0.0835020298004237 0.0132248714500064 -0.0178450108051737 -0.242684267741907 -0.0736898581474153 -0.375712506573305 -0.0388374626811441 -0.0696726782313136 0.0835960802261441 -0.343645699529661 -0.203084135387119 -0.271670118175847 -0.0806587404662119 -0.0466393756024576 -0.0591742842635593 -0.292713992029237 -0.389326179172881 -0.428472613084746 -0.118282484866525 -0.285129693587627 -0.118282484866525 -0.285129693587627 -0.183023919483898 -0.175623233939407 -0.129108577545763 -0.212374585326271 -0.358785593633051 -0.364968342763305 -0.277732278175 -0.0110346588266102 -0.245349857738263 -0.281368406383898 -0.0523626911540254 -0.204388115099153 -0.288912785972712 -0.134311419244915 -0.352642468252034 -0.262746526234322 -0.070273058291661 -0.398631450260169 -0.22658077004661 -0.26639166333428 -0.252164132953475 -0.384056472317627 -0.17529196415339 -0.346289985817797 -0.210204148474025 -0.444010715444915 -0.173266347669492 -0.185908021876695 -0.258230629010593 -0.319865430974153 -0.393504432382203 -0.375731288900847
"WALKING_DOWNSTAIRS" 10 0.292099238675214 -0.0157522240276773 -0.105817028964957 0.00956762417393162 0.00957962528461538 -0.295020805026709 0.933199860598291 -0.180122471740171 -0.000671196826452992 -0.950497991709402 -0.934669938119658 -0.915780128034188 0.0787634702890385 0.00765884313491453 -0.00809149803461539 -0.0821708324560256 -0.0966106133768803 -0.458605945106838 -0.0951251996730769 -0.0457079434055128 0.0899931825397863 -0.382683760628205 -0.453973783461538 -0.294802507840171 -0.0804406422589744 -0.0485627722397436 -0.0526813993008547 -0.400902553399573 -0.551619586833333 -0.335053193207265 0.00974500044102564 0.0315735512206838 0.00974500044102564 0.0315735512206838 -0.16446891306594 -0.056192835429188 -0.20798634871453 -0.328556676316239 -0.479119985811966 -0.491530710149573 -0.0417787167846154 0.0186655436452991 -0.307981708250128 0.0262661468598291 -0.0621691194534188 -0.346977939446581 -0.114316401346278 -0.133193839976923 -0.412629575210684 -0.132701665529487 -0.119546822484188 -0.503540797692308 -0.259734268113718 -0.429369767106838 -0.185103768803846 -0.425556672995726 -0.47637015758547 -0.4030016743 0.063894488591453 -0.150082066068376 -0.0500753533294872 -0.0734827406940171 -0.363762775882906 -0.424858760517094 -0.497898999854701 -0.521135442978632
"WALKING_DOWNSTAIRS" 12 0.282984926580645 -0.0167072204727258 -0.105168705244086 0.00833155091505376 0.0183245954983871 -0.178631791553763 0.929219466666667 -0.161380015879247 -0.085060022838871 -0.953790360806452 -0.932032251236559 -0.923257013655914 0.107795749158602 -0.0169090320849462 -0.00875244915134409 -0.10929175939086 -0.107382217160215 -0.380916785639785 -0.10916225998172 -0.0466942202817204 0.104563449969247 -0.361787894129032 -0.373099377397849 -0.305382558742258 -0.0558987673607527 -0.0511090290951613 -0.0666600678731183 -0.405840919464516 -0.470441259892473 -0.356052993356989 0.0249127163370968 0.0741036689446237 0.0249127163370968 0.0741036689446237 -0.16271546852129 -0.0310741931811828 -0.164904598399624 -0.282481128755484 -0.443144210306452 -0.430613806794086 -0.0591701267193548 0.0139553262553763 -0.205167559684409 0.0307656333524731 -0.0457528578510753 -0.232384968623548 -0.150161163639194 -0.150900477959677 -0.331783944484946 -0.147419827789855 -0.12168129138172 -0.429150718983871 -0.250876780360753 -0.340246858941398 -0.208457289365591 -0.401263652645161 -0.400904160887634 -0.40629393183871 0.0926044902267742 -0.105810464760215 -0.0470699668258065 -0.0214083073554301 -0.320788474772043 -0.384921357892473 -0.440018797434946 -0.460284382274731
"WALKING_DOWNSTAIRS" 14 0.289047023372951 -0.0168387780390533 -0.106932699416393 0.143058099251639 0.0571507089864754 -0.199414230105656 0.929795127786885 -0.163783229922131 -0.0658786364034016 -0.951555206721311 -0.931620908114754 -0.907424054508197 0.0943233557909836 5.22843348360655e-05 -0.00817622716762295 -0.0141595114915164 -0.0651835659139344 -0.396280549549918 -0.0704632284455123 -0.0563210573262295 0.107768188227459 -0.322373664453689 -0.37204747684959 -0.298041328979508 -0.0688068608044262 -0.0458558851131967 -0.0641822781907787 -0.396094456209016 -0.493465518455574 -0.336553188705738 0.129393946344385 0.136216102386066 0.129393946344385 0.136216102386066 -0.0964628618437295 -0.0214678450438525 -0.133559160696311 -0.262087855264754 -0.43287531620082 -0.482059860529098 0.0530415735917623 0.0597616430259836 -0.224776061693934 0.172458015673361 -0.0141365715716393 -0.252021950127049 -0.0572971141586066 -0.108185911088934 -0.342081887938115 -0.0598521022887295 -0.083228828742623 -0.44996693606082 -0.213751336533197 -0.351786588995492 -0.18221697882582 -0.361853506967213 -0.393137290217213 -0.406389001463115 0.156819658059836 -0.0555300363539344 0.0107294325353279 -0.074305932225 -0.311393026660656 -0.361962720725 -0.476605680418443 -0.527803946608197
"WALKING_DOWNSTAIRS" 15 0.286273623542683 -0.0170878978581159 -0.105423387499695 0.140863937386192 0.0795249443816463 -0.216220279004573 0.929973332804878 -0.164811439285061 -0.0399791173849784 -0.950791544146341 -0.935419904207317 -0.916742321006098 0.0816431956213415 0.00708964673292683 -0.0169135631514939 -0.0259334111795732 -0.0584733088454299 -0.401302291835549 -0.0577246230760061 -0.0716588017515518 0.0909761596942378 -0.31152817928872 -0.330571443865244 -0.271238620349695 -0.0650507896676829 -0.0624448873319817 -0.0396796846734146 -0.351288556420732 -0.468491248176341 -0.312699164298476 0.129085748138262 0.138140630893841 0.129085748138262 0.138140630893841 -0.106849448644207 -0.00932172436722561 -0.11777726421311 -0.246544128660061 -0.405207739079268 -0.442175357594512 0.071094738695122 0.0718063882478659 -0.237855301868293 0.163896427843994 0.0135270943358841 -0.269781248373476 -0.059739194922561 -0.110137754079573 -0.347190837342988 -0.0800035960682927 -0.0668326482251524 -0.454778822631098 -0.190431508332927 -0.31536649616128 -0.161921009602439 -0.354761490063719 -0.348548347807561 -0.379593478518293 0.155523689879878 -0.0520502346359756 0.0146830744472561 -0.0504199716643293 -0.284802884406098 -0.357670355699085 -0.437209604884146 -0.490027649573171
